0,0
-0.262797,-0.629382
29.593,40.1859
-20.0467,9.37919
-15.0115,5.05713
0,0
0.37885,-3.51178
9.41586,-6.57478
0,0
22.3146,4.97865
46.5076,17.2005
0,0
41.1467,8.71391
0,0
51.6559,9.92229
41.7871,15.4952
0,0
22.2291,4.58925
19.0898,17.1175
0,0
10.8031,28.1441
2.78149,4.50149
-6.88017,14.3789
-6.43568,19.576
0,0
-0.3998,24.8088
25.0421,30.8142
0,0
11.2296,21.8921
5.17698,21.6127
0,0
5.6548,23.3332
-1.09277,20.3228
0,0
-1.88939,24.345
0,0
4.00585,28.9258
2.87755,23.518
10.4054,25.7252
0,0
10.0705,25.8222
0,0
3.00181,18.9412
3.34268,18.0878
2.19319,3.60704
-3.64911,25.3058
-3.12947,20.1626
4.62456,4.13747
-0.631819,19.1006
4.20012,17.4022
0,0
7.20228,26.1735
-0.156055,24.5136
0,0
-7.85385,21.6081
-2.4215,27.7982
0,0
-12.3126,21.2842
-0.402922,21.9343
0,0
-4.63966,22.6301
-2.91848,23.5063
0,0
-7.80577,12.5549
0,0
-8.20879,18.7948
-10.3729,14.6404
0,0
-3.68969,19.5336
7.75643,6.85821
-1.60675,21.1962
-1.00809,21.9715
15.6795,15.5049
0,0
10.1086,11.3922
-5.6468,14.2706
-1.70237,11.7026
-2.04525,24.541
0,0
4.41735,22.0392
21.7562,28.9009
0,0
2.46951,23.3697
-1.53199,12.584
0,0
1.45553,19.9157
0,0
4.56194,18.6159
3.93209,21.1802
0,0
6.01159,29.5487
1.61507,28.7963
0,0
6.24502,27.7112
0.21257,10.5554
4.48192,18.4097
15.1779,39.4783
0,0
7.68795,28.1665
2.42742,25.2162
0,0
5.14307,23.9837
-4.63235,12.6897
0,0
5.83411,25.609
4.3379,34.1163
0,0
2.31537,20.4899
8.32012,22.3226
-3.04475,9.00205
-4.94309,20.5794
0,0
7.25646,35.6712
0.772826,26.2253
0,0
-5.80043,18.1765
-0.486136,26.8988
0,0
3.73151,22.1756
3.24424,10.1725
0,0
-3.84083,13.7509
5.23305,19.5239
0,0
3.53545,21.441
4.41008,20.3245
0,0
18.2961,29.0235
-3.64856,20.5913
0,0
0.696127,40.3715
3.87539,33.1944
0,0
6.26516,27.6879
0,0
2.2919,30.8312
-13.6995,15.056
0,0
-2.67751,23.7724
-3.3722,22.2412
0,0
-0.59853,16.4769
-1.89808,10.6569
0,0
6.19938,16.5493
15.758,23.3764
-2.20168,13.8957
10.9641,25.7289
0,0
1.88598,38.0619
-1.01585,29.1924
0,0
-3.82204,25.4529
-2.8619,30.0668
0,0
3.87319,24.8933
1.8314,18.0751
0,0
-1.83916,14.025
-2.40672,6.04884
1.19429,7.97238
-2.47088,26.3137
3.22264,21.7882
-2.28263,9.19616
2.16927,28.1648
0,0
-2.21029,26.9854
-0.988937,27.3365
0,0
5.24282,25.5434
1.12953,27.341
0,0
2.35771,10.5021
3.31983,15.8767
0,0
11.9145,29.1829
6.42711,13.5906
5.59643,4.34684
0.83179,20.0805
0,0
-1.47056,24.0273
1.58517,25.6926
0,0
0.434288,28.3908
-2.71494,23.499
0,0
2.42218,29.0729
-2.80269,15.9479
0,0
-3.62619,19.7629
0,0
-7.48501,16.509
-3.68832,16.5276
0,0
-7.94045,13.5861
1.35457,23.3719
0,0
4.53654,26.627
1.13662,20.4714
-0.934405,8.50429
-1.5173,29.4011
-4.94115,26.6731
0,1.20161
-2.76083,23.0954
-0.982285,17.2068
-2.67129,9.01853
6.487,21.7892
0,0
10.7589,24.1875
9.54677,21.0622
0,0
-0.0143311,25.7239
9.42832,28.7266
0,0
1.02832,21.3769
5.92851,24.9409
0,0
2.2952,16.5205
1.77086,16.3522
0,0
-2.93272,11.3976
2.59508,21.5607
0,0
6.75359,26.9552
1.53092,20.8644
0,0
4.09523,34.6399
0.0245703,27.314
0,0
4.83911,19.2602
2.00313,28.1031
0,5.99371
-1.62054,21.6293
0,0
1.86561,18.5141
-0.335232,24.0843
0,0
-3.02042,11.9827
5.50275,12.4648
0,0
2.83073,11.0967
21.2187,37.1439
0,0
-2.90765,26.4834
6.29227,32.0929
0,0
5.36397,28.1627
0,0
-8.40183,20.7912
-3.357,20.7415
0,0
-9.92499,18.7371
3.20816,23.6113
0,0
-8.63924,8.86567
9.88099,21.1634
0,0
16.8384,25.1642
0,0
-1.87657,22.1473
4.27124,28.6731
2.16312,11.554
-4.04351,24.9704
-0.924933,21.4408
-9.72467,22.8923
0,0
-2.42486,23.6085
0,0
-7.85909,22.4952
2.72993,31.1461
5.31089,22.1513
0,0
2.82741,23.8395
-0.601247,21.4371
0,0
4.00194,25.2873
0,0
-0.0668074,23.7956
-5.54851,19.7268
0,0
-0.287843,21.377
-8.92659,9.33291
-0.643807,6.56329
