0.1 , 36.7341,-1.46401
0.2 , 40.9297,-1.69307
0.3 , 42.8143,-2.03632
0.4 , 44.0409,-2.25101
0.5 , 44.7164,-2.96661
0.6 , 45.4825,-5.38866
0.7 , 47.1054,-8.30196
0.8 , 48.8388,-11.471
0.9 , 52.3608,-13.6368
1 , 54.9665,-12.2677
1.1 , 56.6575,-11.394
1.2 , 59.0284,-10.6036
1.3 , 59.0462,-9.09652
1.4 , 58.2414,-7.72615
1.5 , 56.6943,-5.34478
1.6 , 53.1108,-4.06543
1.7 , 49.1677,-4.14124
1.8 , 45.5487,-4.54064
1.9 , 43.4934,-6.31774
2 , 42.1954,-8.43814
2.1 , 40.998,-10.4713
2.2 , 39.574,-12.3689
2.3 , 38.2601,-14.3165
2.4 , 36.6891,-16.4111
2.5 , 36.0638,-18.7759
2.6 , 35.8074,-20.9784
2.7 , 35.8422,-23.3292
2.8 , 36.3331,-25.4747
2.9 , 37.4559,-27.5635
3 , 39.4646,-29.8784
3.1 , 41.9469,-31.6222
3.2 , 44.6311,-32.99
3.3 , 47.5228,-33.1896
3.4 , 50.3113,-32.9314
3.5 , 51.6444,-31.4599
3.6 , 51.5433,-30.0637
3.7 , 50.1042,-28.576
3.8 , 47.9583,-27.5605
3.9 , 45.6375,-27.3889
4 , 43.1239,-27.5664
4.1 , 41.1823,-28.5339
4.2 , 39.608,-29.5273
4.3 , 38.2064,-30.5796
4.4 , 37.2072,-31.4712
4.5 , 36.7022,-31.8637
4.6 , 36.4664,-32.0349
4.7 , 35.8936,-31.8121
4.8 , 35.4504,-31.4033
4.9 , 35.5008,-30.7593
5 , 35.8909,-29.9114
5.1 , 36.4547,-29.0989
5.2 , 37.1496,-28.2845
5.3 , 37.9343,-27.4305
5.4 , 38.686,-26.5155
5.5 , 39.2402,-25.6167
5.6 , 39.501,-24.5527
5.7 , 39.6445,-23.3769
5.8 , 39.822,-21.9428
5.9 , 39.9473,-20.4055
6 , 39.948,-18.7092
6.1 , 40.1619,-16.9543
6.2 , 40.5398,-15.1989
6.3 , 41.0887,-13.5444
6.4 , 41.6648,-12.2288
6.5 , 42.322,-11.1868
6.6 , 43.094,-10.6836
6.7 , 43.9122,-10.5002
6.8 , 44.8286,-10.6415
6.9 , 45.768,-11.0594
7 , 46.8458,-11.682
7.1 , 47.813,-12.5148
7.2 , 48.6241,-13.3739
7.3 , 49.2071,-14.3089
7.4 , 49.6377,-15.2911
7.5 , 49.8635,-16.216
7.6 , 49.9193,-16.9313
7.7 , 49.8162,-17.4855
7.8 , 49.4899,-17.7112
7.9 , 49.0838,-17.6684
8 , 48.5974,-17.3932
8.1 , 48.1421,-16.9686
8.2 , 47.7621,-16.2957
8.3 , 47.4354,-15.4515
8.4 , 47.0532,-14.5722
8.5 , 46.667,-13.739
8.6 , 46.4626,-13.2017
8.7 , 46.2774,-12.9052
8.8 , 46.1241,-12.7516
8.9 , 45.9165,-12.7064
9 , 45.5945,-12.6764
9.1 , 45.3307,-12.7622
9.2 , 45.1967,-13.1355
9.3 , 45.0707,-13.8226
9.4 , 45.0175,-14.838
9.5 , 44.9406,-16.0438
