0,-52.9255,70.722
0.1,-52.8593,70.8652
0.2,-51.0531,78.6729
0.3,-38.741,81.137
0.3,-34.8998,83.0137
0.4,-30.1176,85.1236
0.4,-22.8694,90.0385
0.5,-21.6142,91.2662
0.6,-13.5534,96.7005
0.6,-7.16746,98.1318
0.7,-8.39527,98.7086
0.8,-2.9308,104.122
0.8,1.43555,105.983
0.9,-2.30315,106.978
1,-7.85874,104.27
1,-7.13541,99.9
1.1,-9.94333,107.513
1.2,-5.56019,112.245
1.3,-7.67619,127.106
1.3,-11.745,124.106
1.4,-11.5072,125.18
1.4,-13.478,101.424
1.5,-13.8426,104.257
1.6,-15.9392,103.092
1.6,-21.7771,99.1522
1.7,-21.4088,102.764
1.8,-25.9037,126.013
1.8,-28.8243,124.377
1.9,-30.5125,120.29
1.9,-29.854,124.267
2,-29.1856,124.401
2.1,-26.9342,121.488
2.1,-28.0685,120.186
2.2,-27.5061,119.561
2.3,-28.9491,117.365
2.3,-27.2641,115.071
2.4,-27.9439,115.265
2.4,-28.0146,115.265
2.5,-26.7393,108.816
2.6,-30.5986,110.511
2.6,-31.3732,112.25
2.7,-28.3156,112.91
2.7,-29.0773,114.361
2.8,-28.547,113.727
2.8,-33.3975,111.63
2.9,-31.4934,108.458
3,-41.2016,104.454
3.1,-49.3763,102.587
3.1,-50.2758,101.095
3.2,-55.3517,99.1847
3.2,-59.193,95.4961
3.3,-62.5888,100.292
3.4,-65.1375,102.474
3.4,-69.1948,102.632
3.5,-67.5596,106.383
3.6,-68.2369,112.283
3.6,-72.1303,112.28
3.7,-63.873,109.478
3.8,-68.2819,107.165
3.8,-74.366,107.021
3.9,-66.2432,100.844
4,-77.4518,97.3479
4.1,-85.4647,91.871
4.1,-89.0277,92.7968
4.2,-92.9136,87.75
4.2,-98.7916,84.6858
4.3,-102.165,82.8495
4.4,-110.597,81.5976
4.4,-115.935,80.2216
4.5,-120.234,77.8962
4.5,-129.182,78.1039
4.6,-132.939,77.354
4.7,-142.987,74.3648
4.8,-149.44,72.5714
4.8,-153.703,70.8684
4.9,-154.653,71.3489
5,-160.834,69
5,-166.689,68.9603
5.1,-167.124,69.4518
5.2,-174.49,68.376
5.2,-179.772,68.0457
5.3,-182.657,67.0377
5.4,-188.591,65.3291
5.4,-195.883,65.349
5.5,-195.411,65.0928
5.6,-203.945,61.1089
5.6,-216.268,58.7166
5.7,-216.815,58.2039
5.8,-225.256,55.7324
5.8,-232.496,55.7852
5.9,-232.911,55.5432
6,-239.559,55.524
6,-245.236,56.2351
6.1,-245.637,56.0915
6.2,-249.081,54.9288
6.2,-251.862,53.3242
6.3,-251.428,53.4187
6.4,-255.161,49.308
6.4,-261.075,48.7112
6.5,-260.758,48.1603
6.5,-266.726,47.2227
6.6,-269.379,47.181
6.7,-278.5,46.8626
6.7,-285.556,46.0123
6.8,-287.816,48.7446
6.8,-292.652,46.0349
6.9,-293.331,46.8537
7,-297.204,47.9218
7,-298.052,43.9137
7.1,-297.307,45.0781
7.1,-300.341,42.1862
7.2,-297.031,42.2642
7.3,-298.94,40.5794
7.3,-302.767,39.329
7.4,-302.851,37.706
7.4,-308.236,36.0976
7.5,-308.271,35.6109
7.6,-314.142,32.3579
7.6,-319.117,28.3253
7.7,-319.675,28.1676
7.7,-323.212,26.5038
7.8,-325.094,26.2716
7.9,-331.277,23.7326
7.9,-336.993,22.2782
8,-338.906,21.1165
8.1,-348.377,20.8292
8.1,-355.009,19.0116
8.2,-356.146,20.1327
8.3,-361.738,18.0503
8.3,-368.084,17.1548
8.4,-365.642,19.3665
8.5,-367.6,17.823
8.5,-372.458,16.8914
8.6,-369.516,17.5592
8.6,-373.408,16.3731
8.7,-372.525,16.5738
8.8,-376.889,13.8896
8.8,-385.882,13.6995
8.9,-385.557,13.0006
9,-391.945,11.1045
9,-396.449,10.8431
9.1,-398.412,9.87175
9.1,-402.994,7.98617
9.2,-400.697,6.33003
9.3,-405.379,7.56765
9.3,-410.357,6.05132
