0.1 , 4.50186,66.8387
0.2 , 6.36221,82.6491
0.3 , 5.11204,91.8403
0.4 , 1.86795,99.4503
0.5 , -0.698044,105.222
0.6 , -2.65366,110.306
0.7 , -3.91119,115.155
0.8 , -4.84895,119.4
0.9 , -10.0187,123.842
1 , -12.3263,127.681
1.1 , -12.9337,131.068
1.2 , -14.593,133.995
1.3 , -18.076,135.944
1.4 , -23.3092,138.716
1.5 , -29.8652,142.614
1.6 , -37.0335,146.976
1.7 , -43.0522,151.943
1.8 , -48.0606,155.867
1.9 , -52.1916,158.733
2 , -55.3134,161.468
2.1 , -58.9005,163.786
2.2 , -63.2188,165.474
2.3 , -66.6722,166.815
2.4 , -69.6148,167.905
2.5 , -72.3403,168.914
2.6 , -74.9989,169.856
2.7 , -77.738,170.736
2.8 , -80.428,171.362
2.9 , -82.9704,171.557
3 , -85.5552,171.834
3.1 , -88.3311,172.587
3.2 , -91.3883,173.57
3.3 , -94.8614,174.564
3.4 , -98.4729,175.191
3.5 , -101.883,175.112
3.6 , -105.098,174.428
3.7 , -108.372,173.57
3.8 , -111.935,172.907
3.9 , -115.618,172.875
4 , -119.25,173.85
4.1 , -122.901,175.575
4.2 , -126.607,177.812
4.3 , -130.445,180.172
4.4 , -134.454,182.339
4.5 , -138.538,184.568
4.6 , -142.587,187.074
4.7 , -146.872,189.959
4.8 , -151.645,193.321
4.9 , -156.256,197.295
5 , -160.123,201.915
5.1 , -163.686,206.75
5.2 , -167.357,211.499
5.3 , -171.142,216.199
5.4 , -175.019,220.933
5.5 , -178.797,225.709
5.6 , -182.295,230.534
5.7 , -185.304,235.517
5.8 , -187.664,240.757
5.9 , -189.081,246.179
6 , -189.318,251.672
6.1 , -188.711,257.401
6.2 , -187.535,263.528
6.3 , -185.907,269.773
6.4 , -183.911,275.954
6.5 , -181.691,281.963
6.6 , -179.368,287.728
6.7 , -176.689,293.044
6.8 , -173.471,297.741
6.9 , -169.801,301.911
7 , -165.788,305.626
7.1 , -161.38,308.785
7.2 , -156.705,311.297
7.3 , -151.945,313.243
7.4 , -147.211,314.728
7.5 , -142.586,315.798
7.6 , -137.541,315.999
7.7 , -131.649,314.939
7.8 , -125.119,312.833
7.9 , -118.147,309.923
8 , -110.874,306.418
8.1 , -103.443,302.515
8.2 , -95.9072,298.515
8.3 , -88.2911,294.629
8.4 , -80.7595,290.907
8.5 , -73.4251,287.386
8.6 , -66.387,283.785
8.7 , -59.7639,279.859
8.8 , -53.4731,275.619
8.9 , -47.4382,271.076
9 , -41.4987,266.064
9.1 , -35.5079,260.434
9.2 , -29.4272,254.496
9.3 , -23.1643,248.494
9.4 , -17.3426,242.397
9.5 , -12.5464,236.214
9.6 , -8.71162,229.714
9.7 , -5.78205,222.672
9.8 , -3.27805,215.417
9.9 , -0.713149,208.223
10 , 1.5399,201.073
10.1 , 3.18787,193.961
10.2 , 4.71994,186.714
10.3 , 6.59372,179.155
10.4 , 8.33059,171.563
10.5 , 9.4985,164.187
10.6 , 10.2432,156.962
10.7 , 10.6572,149.863
10.8 , 10.9622,142.588
10.9 , 11.3547,134.906
11 , 11.8494,127.381
11.1 , 12.4593,120.536
11.2 , 12.6012,113.96
11.3 , 12.1031,107.071
11.4 , 11.3623,99.724
11.5 , 10.7632,92.2511
11.6 , 10.6384,84.905
11.7 , 10.6378,77.8156
11.8 , 10.4523,71.1307
11.9 , 10.2238,64.7236
12 , 10.0618,58.4684
12.1 , 9.54452,52.4843
12.2 , 8.27814,46.8706
12.3 , 6.3894,41.5877
12.4 , 4.03037,36.5993
12.5 , 1.38137,31.6822
12.6 , -1.41219,26.6361
12.7 , -4.39264,21.7713
12.8 , -7.57067,17.4128
12.9 , -10.9922,13.3849
13 , -14.7378,9.5266
13.1 , -18.6999,5.92356
13.2 , -22.7547,2.60741
13.3 , -26.924,-0.321319
13.4 , -31.1754,-2.82402
13.5 , -35.5672,-4.98645
13.6 , -40.1224,-6.89497
13.7 , -44.6789,-8.81402
13.8 , -49.0999,-10.9414
13.9 , -53.4206,-13.1263
14 , -57.7261,-15.2593
14.1 , -61.5172,-17.2695
14.2 , -64.3388,-19.1251
14.3 , -66.9585,-20.5356
14.4 , -70.0484,-21.2508
14.5 , -73.3577,-21.2371
14.6 , -76.6267,-20.5196
14.7 , -80.2366,-19.4051
14.8 , -84.4739,-18.0811
14.9 , -88.884,-16.7024
15 , -93.1553,-15.289
15.1 , -97.3484,-13.6362
15.2 , -101.475,-11.742
15.3 , -105.569,-9.60445
15.4 , -109.576,-7.01357
15.5 , -113.434,-3.80227
15.6 , -117.453,-0.26094
15.7 , -121.893,3.31485
15.8 , -126.264,7.07677
15.9 , -130.039,11.1241
16 , -133.709,15.2367
16.1 , -137.705,19.2772
16.2 , -141.59,23.4966
16.3 , -144.942,28.0702
16.4 , -147.581,32.9215
16.5 , -149.385,37.967
16.6 , -150.772,43.4818
16.7 , -152.074,49.6593
16.8 , -152.932,56.5088
16.9 , -153,64.0384
17 , -152.283,71.6311
17.1 , -150.79,78.7148
17.2 , -148.53,85.7075
17.3 , -145.485,92.9966
17.4 , -142.234,100.259
17.5 , -139.322,107.237
17.6 , -136.035,113.777
17.7 , -131.746,119.732
17.8 , -126.7,125.518
17.9 , -121.111,131.46
18 , -115.158,137.251
18.1 , -108.978,142.678
18.2 , -102.621,147.715
18.3 , -96.087,152.328
18.4 , -89.5943,156.485
18.5 , -83.3465,160.174
18.6 , -76.8782,163.259
18.7 , -69.8062,165.642
18.8 , -62.4319,167.519
18.9 , -55.0334,169.117
19 , -47.5572,170.858
19.1 , -39.9466,173.086
19.2 , -32.4941,175.34
19.3 , -25.4992,177.154
19.4 , -18.8392,178.686
19.5 , -12.4509,179.708
19.6 , -6.36242,179.833
19.7 , -0.45826,178.799
19.8 , 5.35844,176.461
19.9 , 10.946,173.574
20 , 16.2628,170.815
20.1 , 21.5295,167.825
20.2 , 26.9105,164.237
20.3 , 32.2137,160.212
20.4 , 37.2545,155.888
20.5 , 42.1337,151.422
20.6 , 46.954,146.913
20.7 , 51.5577,142.301
20.8 , 55.8171,137.515
20.9 , 59.7032,132.471
21 , 63.2169,127.11
21.1 , 66.4686,121.699
21.2 , 69.6595,116.413
21.3 , 73.0002,110.973
21.4 , 76.6668,105.091
21.5 , 80.3195,99.3511
21.6 , 83.6562,94.2913
21.7 , 87.145,89.3903
21.8 , 91.1705,84.1132
21.9 , 94.9076,78.9263
22 , 97.7058,74.2651
22.1 , 99.673,69.6749
22.2 , 100.912,64.7823
22.3 , 101.804,59.5684
22.4 , 102.689,53.9718
22.5 , 103.23,47.9223
22.6 , 103.094,41.3825
22.7 , 102.595,34.4332
22.8 , 102.013,27.1236
22.9 , 101.486,19.7988
23 , 101.155,12.7967
23.1 , 100.658,6.15557
23.2 , 99.6518,-0.100381
23.3 , 97.8646,-6.21037
23.4 , 95.4881,-12.3197
23.5 , 93.0221,-18.3427
23.6 , 90.2601,-24.1291
23.7 , 86.9951,-29.5278
23.8 , 83.2727,-34.5244
23.9 , 79.1426,-39.0841
24 , 74.6593,-43.3564
24.1 , 69.8503,-47.4641
24.2 , 64.7803,-51.3587
24.3 , 59.5171,-54.9952
24.4 , 54.0042,-58.2415
24.5 , 48.219,-61.0017
24.6 , 42.4024,-63.2911
24.7 , 36.8057,-65.144
24.8 , 31.1282,-66.7575
24.9 , 25.0157,-68.2572
25 , 18.9001,-69.2091
25.1 , 13.1958,-69.2044
25.2 , 8.04568,-68.2833
25.3 , 3.55149,-66.5189
25.4 , -3.93124,-64.3015
25.5 , -11.5645,-61.5305
25.6 , -18.4891,-58.7141
25.7 , -26.1644,-53.4516
25.8 , -33.6265,-47.6162
25.9 , -39.8325,-40.5396
26 , -45.8752,-32.8445
26.1 , -50.2812,-25.4622
26.2 , -54.2391,-18.6024
26.3 , -58.1003,-12.6121
26.4 , -62.1924,-6.94894
